Ticker,Company,Type,Price,Market Cap,urls,Description,Phase 3 Ready,Phase 2b Ready,alzheimer
CPIX,Cumberland Pharmaceuticals Inc,Common Stock,3.39,$51.02M,https://finance.yahoo.com/quote/CPIX/profile?p=CPIX,"Cumberland Pharmaceuticals Inc., a specialty pharmaceutical company, focuses on the acquisition, development, and commercialization of prescription products for hospital acute care, gastroenterology, and rheumatology in the United States and internationally. The company offers Acetadote, an injection for the treatment of acetaminophen poisoning; Caldolor, an injection for the treatment of pain and fever; Kristalose, a prescription laxative, for the treatment of chronic and acute constipation; Omeclamox-Pak for the treatment of Helicobacter pylori infection and duodenal ulcer disease; Vaprisol injection for treating euvolemic and hypervolemic hyponatremia; and Vibativ injection, for the treatment of certain serious bacterial infections. It also develops RediTrex injection for the treatment of active rheumatoid, juvenile idiopathic, and severe psoriatic arthritis, as well as disabling psoriasis. The company markets and sells its products through sales representatives and district managers. In addition, the company is developing ifetroban, a product candidate that is in phase II clinical trial for the treatment of aspirin-exacerbated respiratory disease, systemic sclerosis, and duchenne muscular dystrophy; and has completed phase II clinical trial for the treatment of hepatorenal syndrome and portal hypertension. Cumberland Pharmaceuticals Inc. was incorporated in 1999 and is headquartered in Nashville, Tennessee.",0,1,0
IDRA,Idera Pharmaceuticals Inc,Common Stock,1.03,$51.03M,https://finance.yahoo.com/quote/IDRA/profile?p=IDRA,"Idera Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of drugs for oncology and rare disease indications in the United States. It offers Tilsotolimod (IMO-2125), a synthetic phosphorothioate oligonucleotide that acts as a direct agonist of TLR9 to stimulate the immune systems and for treating solid tumors, metastatic melanoma, squamous cell carcinoma of the head and neck, and colorectal cancer. The company has a collaboration and supply agreement with AbbVie Inc. and Bristol-Meyers Squibb. Idera Pharmaceuticals, Inc. was incorporated in 1989 and is headquartered in Exton, Pennsylvania.",0,0,0
ASPCF,Acerus Pharmaceuticals Corp,Common Stock,0.0334,$51.36M,https://finance.yahoo.com/quote/ASPCF/profile?p=ASPCF,"Acerus Pharmaceuticals Corporation, a specialty pharmaceutical company, focuses on the development, manufacture, marketing, and distribution of pharmaceutical products for men's and women's health. The company offers Natesto, a nasal gel for testosterone replacement therapy in adult males diagnosed with hypogonadism; Estrace, an oral tablet for the symptomatic relief of menopausal symptoms; and UriVarx, a natural health product that helps reduce symptoms of hyperactive bladder, such as daytime urinary frequency, urgency, and nocturia. It also engages in developing Lidbree, a short acting lidocaine formulation delivered through a proprietary device into the vaginal mucosal tissue; Stendra, a PDE5 inhibitor for the treatment of erectile dysfunction; Elegant vaginal moisturizer, which provides comfort to women suffering from vaginal dryness; and Elegant pH, a pH balanced vaginal product; and Tefina, a clinical stage product for women with female sexual dysfunction. In addition, the company provides TriVair technology platform for pulmonary and nasal dosing. Acerus Pharmaceuticals Corporation sells products through its salesforce in the United States; and through a network of distributors internationally. The company was formerly known as Trimel Pharmaceuticals Corporation and changed its name to Acerus Pharmaceuticals Corporation in September 2015. Acerus Pharmaceuticals Corporation was founded in 2008 and is headquartered in Mississauga, Canada.",0,0,0
RGLS,Regulus Therapeutics Inc,Common Stock,0.7184,$52.22M,https://finance.yahoo.com/quote/RGLS/profile?p=RGLS,"Regulus Therapeutics Inc., a clinical stage biopharmaceutical company, engages in the discovery and development of drugs that target microRNAs to treat a range of diseases in the United States. Its product candidates include RG-012, an anti-miR targeting miR-21 that is in clinical trial for the treatment of Alport syndrome, a life-threatening kidney disease; and RGLS4326, an anti-miR targeting miR-17, which is in Phase 1 development for the treatment of autosomal dominant polycystic kidney disease. The company is also developing a pipeline of preclinical drug products, which include RGLS5579 glioblastoma multiforme program; and Hepatitis B virus, non-alcoholic steatohepatitis, and cell therapies programs. Regulus Therapeutics Inc. was incorporated in 2007 and is headquartered in San Diego, California.",0,0,0
BBI,Brickell Biotech Inc,Common Stock,0.6867,$52.73M,https://finance.yahoo.com/quote/BBI/profile?p=BBI,"Brickell Biotech, Inc., a clinical-stage pharmaceutical company, focuses on identifying, developing, and commercializing various prescription therapeutics for the treatment of debilitating skin diseases in the United States. The company's lead product candidate is sofpironium bromide that is in phase 3 clinical trial to treat patients with primary axillary hyperhidrosis. It has a collaboration agreement with AnGes, Inc. for the development of a novel DNA vaccine candidate for COVID-19. The company was founded in 2009 and is headquartered in Boulder, Colorado.",1,0,0
DFFN,Diffusion Pharmaceuticals Inc,Common Stock,0.5531,$53.29M,https://finance.yahoo.com/quote/DFFN/profile?p=DFFN,"Diffusion Pharmaceuticals Inc., a biopharmaceutical company, develops novel therapies that enhance the body's ability to deliver oxygen. Its lead product candidate is Trans Sodium Crocetinate that is developed to enhance the diffusion of oxygen to tissues, as well as to treat COVID-19 disease. The company is also developing DFN-529, a phosphoinositide 3-kinase/Akt/mechanistic target of rapamycin pathway inhibitor. Diffusion Pharmaceuticals Inc. was founded in 2001 and is based in Charlottesville, Virginia.",0,0,0
NBRV,Nabriva Therapeutics plc,Common Stock,1.08,$53.36M,https://finance.yahoo.com/quote/NBRV/profile?p=NBRV,"Nabriva Therapeutics plc, a biopharmaceutical company, engages in the development and commercialization of novel anti-infective agents to treat serious infections. The company's product includes XENLETA, a semi-synthetic pleuromutilin antibiotic for the treatment of community-acquired bacterial pneumonia; and SIVEXTRO, an oxazolidinone-class antibacterial for the treatment of acute bacterial skin and skin structure infection (ABSSSI). It also develops XENLETA that is in Phase I clinical trial for the treatment of pediatric infections, as well as sexually transmitted infections, cystic fibrosis, ABSSSI, ventilator-associated bacterial pneumonia, hospital-acquired bacterial pneumonia, osteomyelitis, and prosthetic joint infections. In addition, the company develops CONTEPO, an epoxide antibiotic for use in treating complicated urinary tract infections, as well as is in Phase I clinical trial for peri-operative prophylaxis. The company was formerly known as Nabriva Therapeutics Forschungs GmbH and changed its name to Nabriva Therapeutics plc in 2007. Nabriva Therapeutics plc was incorporated in 2005 and is headquartered in Dublin, Ireland.",0,0,0
OCUP,Ocuphire Pharma Inc,Common Stock,4.44,$53.65M,https://finance.yahoo.com/quote/OCUP/profile?p=OCUP,"Ocuphire Pharma, Inc., a clinical-stage ophthalmic biopharmaceutical company, focuses on developing and commercializing therapies for the treatment of various eye disorders. Its lead product candidate is Nyxol eye drops, a once-daily preservative-free eye drop formulation of phentolamine mesylate, which is in Phase III clinical trial for dim light or night vision disturbances, and pharmacologically induced mydriasis, as well as that is in Phase II clinical trial for presbyopia. The company also develops APX3330, a twice-a-day oral tablet to target pathways relevant to retinal and choroidal vascular diseases, such as diabetic retinopathy and diabetic macular edema; and APX2009 and APX2014 second generation preclinical product candidates and analogs of APX3330. Ocuphire Pharma, Inc. is headquartered in Farmington Hills, Michigan.",1,1,0
CYTH,Cyclo Therapeutics Inc,Common Stock,8.5499,$53.99M,https://finance.yahoo.com/quote/CYTH/profile?p=CYTH,"Cyclo Therapeutics, Inc., a clinical stage biotechnology company, develops cyclodextrin-based products for the treatment of various diseases. The company's lead drug candidate is Trappsol Cyclo, an orphan drug for the treatment of Niemann-Pick Type C disease. It also sells cyclodextrins and related products to the pharmaceutical, nutritional, and other industries, primarily for use in diagnostics and specialty drugs. The company was formerly known as CTD Holdings, Inc. and changed its name to Cyclo Therapeutics, Inc. in September 2019. Cyclo Therapeutics, Inc. was founded in 1990 and is based in Gainesville, Florida.",0,0,0
WDDMF,Entourage Health Corp,Common Stock,0.2148,$54.36M,https://finance.yahoo.com/quote/WDDMF/profile?p=WDDMF,"WeedMD Inc. produces, distributes, and sells medical-grade cannabis in Canada. It offers dried cannabis, cannabis plants and seeds, cannabis oil, edibles, extracts and topicals, and others, as well as cannabis flower products. The company sells its products directly to medical patients and strategic relationships across the seniors' market, as well as through supply agreements with Shoppers Drug Mart and six provincial distribution agencies under the Color Cannabis, Saturday, Starseed, and WeedMD brand names. WeedMD Inc. is headquartered in Aylmer, Canada.",0,0,0
